OBJECTID *,OBJECTID,DB,pedon_id,obs_date,x_std,y_std,cl,si,sa,Shape *,Y,X,IAphysregionsv4,IA_slp9m,IA_rel135m,IA_prc63m,TWI30m,IA_DHPFP,Cedar,Nish,DesMoines,Iowa2,Missouri2
254,10044,NASIS,1975IA179158,27729,-92.245723,40.923899,30,<Null>,<Null>,Point,4530584,563509.3,12,0.131323,-2.330017,0.000028,7.986167,6,-85571.26,261076,921.9545,-83513.47,297802.7
255,1743,NASIS,1988IA051008,32436,-92.099968,40.926014,33,57,10,Point,4530935,575779.3,16,7.480706,0.139984,0.002185,7.832175,3,-74805.95,272202.7,7733.692,-73630.23,310076.4
256,5311,NASIS,1977IA057002,28263,-91.286933,40.947033,26,<Null>,<Null>,Point,4534292,644191.3,4,11.097676,7.529999,-0.000055,5.524449,3,-36503.84,335253.5,50241.22,-22539.74,378468.6
257,13407,NASIS,1977IA129002,28138,-95.765325,40.980597,47.900002,50.5,1.6,Point,4540286,267352.2,8,0.04506,0.27002,-0.000241,9.652472,6,-323924.8,-17418.38,-186050,-259880.5,5308.484
258,13418,NASIS,1977IA129003,28377,-95.765356,40.986606,15.6,80.099998,4.3,Point,4540955,267370.2,8,0,2.219971,-0.000024,15.26708,6,-323469.8,-17520.85,-185622.7,-259336.3,5491.812
259,5478,NASIS,1979IA129007,41095,-95.523828,40.980125,26.299999,71.800003,1.9,Point,4539620,287668.2,14,1.082653,-0.429993,-0.000277,9.409069,6,-307200.6,761.5773,-168847.2,-242519.4,25700
260,5486,NASIS,1979IA129034,41101,-95.534183,40.973311,30.9,63.799999,5.3,Point,4538888,286774.2,14,2.944104,-0.329956,-0.000034,10.59486,3,-308338.3,200,-169981.3,-243650.6,24729.33
261,5488,NASIS,1979IA129036,41101,-95.556744,40.958,15.9,55.599998,28.5,Point,4537244,284827.2,14,19.144977,-2.919983,-0.000689,7.981254,3,-310891.5,-424.2641,-172525.4,-246187.4,22348.6
262,13378,NASIS,1976IA129002,27963,-95.522647,40.969425,23.6,38.900002,37.5,Point,4538429,287734.2,14,18.431955,-5.580017,-0.002163,5.412291,3,-307818.5,1170.47,-169431.5,-243082.3,25468.61
263,241,NASIS,S1974IA129001,27273,-95.392776,40.966946,28,<Null>,<Null>,Point,4537844,298654.2,14,2.758507,4.619934,0.000202,7.358283,2,-299221.4,11727.75,-160657.3,-234116.3,35930.21
264,242,NASIS,S1974IA129002,27273,-95.391388,40.96722,34,<Null>,<Null>,Point,4537874,298771.2,14,6.070919,2.080017,0.000921,9.125793,3,-299058.7,11923.93,-160492.5,-233947.5,36126.72
265,13625,NCSS,S1974IA129001,9/1/1974,-95.392776,40.966946,30.5,66.4,3.1,Point,4537844,298654.2,14,2.758507,4.619934,0.000202,7.358283,2,-299221.4,11727.75,-160657.3,-234116.3,35930.21
266,13626,NCSS,S1974IA129002,9/1/1974,-95.391388,40.96722,32.1,63.6,4.3,Point,4537874,298771.2,14,6.070919,2.080017,0.000921,9.125793,3,-299058.7,11923.93,-160492.5,-233947.5,36126.72
267,1854,NASIS,2005IA003007,38366,-94.895332,40.958084,28,<Null>,<Null>,Point,4535834,340495.2,13,4.727713,-6.280029,-0.001196,7.184907,3,-267550.7,50475.84,-127562.1,-201257,77342.94
268,2005,NASIS,Y05IA003012,38588,-94.782501,40.965611,18,<Null>,<Null>,Point,4536470,350008.2,13,0.770631,-4.080017,-0.000498,8.570831,5,-260062.5,59036.6,-119300.7,-193602.5,86861.84
269,2157,NASIS,Y07IA003014,39428,-94.789001,41.000889,37,<Null>,<Null>,Point,4540397,349540.2,13,6.268178,8.029968,0.000068,7.616734,3,-257823,57325.91,-117554.8,-191454,86689.56
270,2171,NASIS,Y07IA003017,39484,-94.804443,41.013054,29,<Null>,<Null>,Point,4541774,348271.2,13,6.459375,11.13995,0.000761,5.878379,3,-257795.3,55782.61,-117818.9,-191484.3,85658.39
271,2158,NASIS,2007IA003015,39428,-94.671608,40.991444,36,<Null>,<Null>,Point,4539152,359395.2,13,6.926891,2.130005,0.000937,8.340774,3,-251336.5,67173.88,-110069.2,-184776.7,96432.41
272,2163,NASIS,Y07IA003007,39430,-94.667778,41.005554,12,<Null>,<Null>,Point,4540715,359746.2,13,2.169488,14.38,0.00262,6.461751,2,-250089.9,67085.39,-108947.3,-183549.2,96866.97
273,1837,NASIS,Y04IA003009,38243,-94.585892,40.973862,30,<Null>,<Null>,Point,4537067,366568.2,13,0,1.440002,0.000251,8.932228,1,-247629.4,74672.88,-105659.3,-180965.5,103468.4
274,1839,NASIS,Y04IA003011,38246,-94.584946,40.97464,31,<Null>,<Null>,Point,4537151,366649.2,13,1.058104,6.029968,0.000768,6.940971,1,-247558.9,74646.43,-105595.9,-180895.8,103474.1
275,1841,NASIS,Y04IA003013,38251,-94.584969,40.972889,30,<Null>,<Null>,Point,4536959,366643.2,13,0.455786,2.420044,0.000438,9.683885,1,-247700,74699.46,-105722.8,-181035.3,103462.7
276,1853,NASIS,Y04IA003003,38335,-94.584389,40.969665,34,<Null>,<Null>,Point,4536599,366688.2,13,1.05468,2.48999,0.000564,9.967722,1,-247911.7,74903.27,-105900,-181243.1,103540.9
277,2164,NASIS,Y05IA003018,39434,-94.584808,40.997223,27,<Null>,<Null>,Point,4539659,366706.2,13,8.766779,-4.580017,-0.000561,6.069753,3,-245730.7,74123.21,-103951.5,-179089.7,103748.8
278,2059,NASIS,Y06IA003003,38735,-94.535004,40.9925,29,<Null>,<Null>,Point,4539059,370888.2,13,6.554254,-0.169983,0.000014,6.012382,3,-243175.3,78348.77,-101073,-176495.9,107889.6
279,13140,NASIS,1972IA175004,26547,-94.296536,41.007158,31.799999,65.400002,2.8,Point,4540361,390970.2,13,1.377673,2.920044,0.000277,8.348297,1,-228475.7,97768.14,-85586.21,-161775.9,128031
280,13166,NASIS,1971IA175006,26206,-94.298561,40.968822,33.700001,67,23.299999,Point,4536107,390736.2,13,1.460115,5.01001,0.000684,6.525524,2,-231745.1,98325.23,-88950.44,-165214.6,127494.2
281,5796,NASIS,1984IA039002,42231,-93.8571,41.023639,31.5,63.5,5,Point,4541735,427942.2,12,1.06759,-12.36005,-0.000186,16.98824,6,-198752.6,133339,-63440.05,-137621.3,164941
282,8837,NASIS,1984IA039999,31111,-93.848283,41.021003,27.6,29.5,13.7,Point,4541435,428680.2,12,0.584276,-11.70996,0.003146,8.139455,6,-198333.7,134193.2,-63206.41,-137428.5,165720.4
283,5521,NASIS,1987IA039001,41436,-93.605188,41.002401,19.799999,24.4,<Null>,Point,4539200,449104.2,12,11.141629,2.390015,-0.000748,6.324428,3,-184838.6,154266.1,-55980.36,-129410.5,185972.2
284,14164,NCSS,S1994IA117001,6/20/1994,-93.509934,41.006405,24,71.5,4.5,Point,4539593,457117.2,12,0.555907,-11.72998,0.000164,12.06229,6,-178962.6,161786.6,-53725.6,-125828.7,193982
285,14169,NCSS,S1994IA117015,8/24/1994,-93.501389,41.009724,25.2,63.7,11.1,Point,4539959,457837.2,12,10.610835,-6.140015,-0.001829,5.834283,3,-178190.9,162342.4,-53220.02,-125195.8,194699
286,14828,NCSS,S1994IA117002,6/21/1994,-93.509934,41.006405,25.4,68.7,5.9,Point,4539593,457117.2,12,0.555907,-11.72998,0.000164,12.06229,6,-178962.6,161786.6,-53725.6,-125828.7,193982
287,14829,NCSS,S1994IA117005,6/22/1994,-93.509934,41.006405,25.9,68.5,5.6,Point,4539593,457117.2,12,0.555907,-11.72998,0.000164,12.06229,6,-178962.6,161786.6,-53725.6,-125828.7,193982
288,14990,NCSS,S1994IA117003,6/21/1994,-93.509934,41.006405,27.3,62.7,10,Point,4539593,457117.2,12,0.555907,-11.72998,0.000164,12.06229,6,-178962.6,161786.6,-53725.6,-125828.7,193982
289,14991,NCSS,S1994IA117004,6/22/1994,-93.509934,41.006405,26.4,69.9,3.7,Point,4539593,457117.2,12,0.555907,-11.72998,0.000164,12.06229,6,-178962.6,161786.6,-53725.6,-125828.7,193982
290,2424,NASIS,2003IA117-01-001,39709,-93.104721,40.973888,23,55,22,Point,4535864,491188.2,12,8.293633,3.220032,-0.000198,6.409088,3,-151611.7,194430.6,-39307.13,-115520.3,226854.3
291,13614,NCSS,S1969IA135001,11/6/1969,-92.900192,40.974186,19.6,77.5,2.9,Point,4535897,508396.2,12,1.491626,20,0.002729,5.686852,2,-134962.3,209323.6,-28776.73,-110339.3,243838.9
292,14175,NCSS,S1995IA179001,8/18/1995,-92.600182,41.025574,41.6,47.3,11.1,Point,4541672,533611.3,12,5.578959,-1.970001,-0.000103,6.627323,3,-109133,229255.3,-8700.574,-95501.31,269634.7
293,10092,NASIS,1977IA087011,28325,-91.374012,41.016567,28.4,71.199997,0.4,Point,4541870,636715.3,16,0.513247,-0.900024,-0.000257,8.698991,5,-28727.16,325826.5,49905.61,-22720.04,371806.5
294,5805,NASIS,1973IA129001,26914,-95.765917,41.011961,30.5,67.699997,1.8,Point,4543772,267412.2,8,6.026207,-0.229981,0.000145,8.163556,3,-322000.1,-18522.42,-184282.9,-257466,6449.806
295,2156,NASIS,Y07IA003013,39427,-94.923447,41.032444,34,<Null>,<Null>,Point,4544141,338311.2,13,4.914775,5.649963,0.000418,5.354966,3,-263864,45508.02,-125143.4,-197860.6,76118.33
296,2023,NASIS,Y05IA003017,38604,-94.917778,41.031666,22,<Null>,<Null>,Point,4544045,338785.2,13,1.137402,12.10999,0.001196,6.170056,1,-263541.6,46016.09,-124772.5,-197521.9,76594.13
297,2154,NASIS,Y07IA003011,39426,-94.885612,41.052612,30,<Null>,<Null>,Point,4546310,341539.2,13,5.661382,4.869995,0.001224,6.49812,3,-260058.9,48082.95,-121317,-194041.3,79644.52
298,2024,NASIS,Y05IA003016,38607,-94.833885,41.017776,24,<Null>,<Null>,Point,4542350,345805.2,13,6.685988,4.380005,0.006795,5.31601,3,-259287.6,53213.63,-119637.5,-193046.8,83256.77
299,2064,NASIS,Y06IA003020,38811,-94.786972,41.03389,34,<Null>,<Null>,Point,4544057,349786.2,13,0.970152,12.59998,0.003332,6.121934,1,-255152.1,56664.63,-115335.4,-188867.4,87456.62
300,2159,NASIS,Y07IA003016,39429,-94.809998,41.014831,30,<Null>,<Null>,Point,4541981,347806.2,13,7.980615,8.899963,0.000431,6.104696,3,-258039.8,55247.17,-118138.3,-191744.5,85187.38
301,2082,NASIS,Y06IA003007,38911,-94.761917,41.039917,24,<Null>,<Null>,Point,4544684,351907.2,13,0.201298,-1.369995,-0.001359,8.586281,6,-253176.7,58584.38,-113231.3,-186861.8,89622.59
302,2119,NASIS,Y07IA003001,39121,-94.76786,41.038029,32,<Null>,<Null>,Point,4544486,351403.2,13,0.415073,1.459961,0.000254,12.13024,6,-253684.4,58137.77,-113761.9,-187375.2,89098.26
303,14309,NCSS,S2008IA003001,8/11/2008,-94.731667,41.02317,40.9,44.8,14.3,Point,4542773,354412.2,13,1.350087,-4.859985,-0.000959,6.619938,5,-252571.4,61439.81,-112137.9,-186160.8,91835.56
304,1832,NASIS,Y04IA003001,38092,-94.700447,41.048584,32,38.400002,29.6,Point,4545545,357091.2,13,4.116296,6.429932,0.002615,6.122813,3,-248691.5,63513.3,-108349.9,-182290.8,94898.89
305,2041,NASIS,Y06IA003002,38702,-94.596108,41.030083,41,<Null>,<Null>,Point,4543325,365824.2,13,0.131158,-14.27997,-0.000853,7.964777,6,-243872.8,72487.24,-102483.6,-177218.1,103223.5
306,2120,NASIS,Y07IA003002,39122,-94.533028,41.069721,14,<Null>,<Null>,Point,4547630,371203.2,13,4.638188,6.300049,0.000797,6.778725,3,-236929.6,76841.91,-95526.8,-170333.1,109154.3
307,5859,NASIS,1971IA175003,26210,-94.350861,41.071114,31.9,66,2.1,Point,4547531,386512.2,13,1.150214,0.319946,0.000032,8.710483,1,-226207.1,91886.13,-83734.64,-159496.6,124286.8
308,13326,NASIS,1971IA175008,26211,-94.3581,41.033828,37.200001,58.5,4.3,Point,4543400,385837.2,13,4.568823,2.539978,-0.000532,6.960864,3,-229746.6,92022.01,-87124.85,-163036.2,123106
309,4468,NASIS,1971IA175007,39173,-94.313332,41.024723,35.5,62.700001,1.8,Point,4542332,389587.2,13,3.285331,-0.509949,0.000164,8.671135,3,-227916.5,95948.79,-85135.66,-161213.4,126795.6
310,5817,NASIS,1971IA175001,26206,-94.2989,41.045814,31,32.299999,36.700001,Point,4544657,390835.2,13,19.360435,3.149963,0.001775,5.673208,3,-225406,96646.16,-82660.81,-158703.8,128212.7
311,2322,NASIS,Armstrong-IA175-02-02,39693,-94.220833,41.070835,25,65,10,Point,4547339,397435.2,13,10.693676,1.090027,0.002875,5.027849,3,-218992.3,102670.2,-76103.62,-152293.3,135075
312,2421,NASIS,Armstrong-IA175-03-01,39707,-94.22139,41.072498,21,57,22,Point,4547525,397390.2,13,6.374478,4.439941,0.001685,5.173161,3,-218917.4,102654.6,-76031.38,-152142.9,135099.1
313,2548,NASIS,Armstrong-IA175-03-02,39707,-94.21917,41.071945,27,68,5,Point,4547459,397576.2,13,5.582592,6.200012,0.001029,6.009046,3,-218785,102852.1,-75893.15,-152086.4,135285.5
314,2088,NASIS,Y06IA039001,38974,-93.938889,41.069168,26,<Null>,<Null>,Point,4546862,421120.2,12,6.174861,3.429993,-0.000384,6.278734,3,-200857.1,125258,-62573.64,-137424.1,158579.1
315,2140,NASIS,S2007IA117001,39209,-93.480835,41.053333,33,62,5,Point,4544789,459592.2,12,4.503366,8.029968,0.000819,7.185847,3,-173477.5,162779,-48213.38,-120070.8,196770.5
316,14300,NCSS,S2007IA117001,5/7/2007,-93.480835,41.053333,36.3,60.6,3.1,Point,4544789,459592.2,12,4.503366,8.029968,0.000819,7.185847,3,-173477.5,162779,-48213.38,-120070.8,196770.5
317,8649,NASIS,1987IA117050,32029,-93.441481,41.041637,39,60,2,Point,4543475,462895.2,12,3.614439,18.67004,0.001957,6.726671,3,-172149,166301.9,-48924.94,-120098,199978.6
318,13551,NCSS,1999IA117122,11/6/1969,-93.18305,41.0525,19.9,78.1,2,Point,4544603,484618.2,12,1.560603,17.32996,0.001487,6.764326,2,-156285.2,184317.7,-36935.21,-110047.3,221705.3
319,13534,NCSS,S1969IA135002,11/6/1969,-92.965836,41.066944,21.5,74.3,4.2,Point,4546190,502870.2,12,16.111311,0.200012,-0.002562,8.2724,3,-137995.4,199641.6,-24700,-102060,240069.1
320,577,NASIS,85IA1350032,31352,-92.813889,41.083332,39,<Null>,<Null>,Point,4548026,515632.2,12,4.839755,2.040039,-0.002348,10.40416,3,-125164.3,210228.6,-15642.57,-96230.61,252865.4
321,14074,NCSS,87IA135001,6/1/1988,-92.795833,41.083333,24.6,73.5,1.9,Point,4548029,517150.2,12,5.461568,3.059998,0.000413,7.491603,3,-123691.8,211589.5,-14420.13,-95605.86,254362
322,14116,NCSS,87IA135003,6/1/1988,-92.795833,41.083333,33.2,64.9,1.9,Point,4548029,517150.2,12,5.461568,3.059998,0.000413,7.491603,3,-123691.8,211589.5,-14420.13,-95605.86,254362
323,14121,NCSS,87IA135002,6/1/1988,-92.795833,41.083333,28.8,68.9,2.3,Point,4548029,517150.2,12,5.461568,3.059998,0.000413,7.491603,3,-123691.8,211589.5,-14420.13,-95605.86,254362
324,4564,NASIS,2010IA17980006,27229,-92.469887,41.077477,23.1,75,1.7,Point,4547495,544531.3,16,4.411123,4.490021,0.001302,5.840846,3,-97090.11,236969.9,2900,-86938.2,281346.9
325,4565,NASIS,2010IA17980007,27645,-92.46872,41.062557,24,<Null>,<Null>,Point,4545839,544639.3,13,1.780255,9.070007,0.000687,7.076297,2,-97406.47,237669.9,1769.181,-88475.65,281173
326,4566,NASIS,2010IA17980008,27645,-92.470482,41.066834,25,<Null>,<Null>,Point,4546313,544489.3,13,3.957377,0.540009,0.0003,6.552893,3,-97397.38,237424.7,1984.943,-88107.72,281141.7
327,4567,NASIS,2010IA17980009,27645,-92.448646,41.054329,24,<Null>,<Null>,Point,4544936,546331.3,13,5.496723,5.650024,0.000694,8.604609,3,-96016.04,239584.9,2202.271,-88998.2,282700.6
328,4568,NASIS,2010IA17980010,27645,-92.472008,41.066025,26,<Null>,<Null>,Point,4546220,544360.3,13,7.382003,-4.650024,0.003117,7.038866,3,-97616.59,237278,1780.449,-88249.88,280927.7
329,4562,NASIS,2010IA17980004,27485,-92.40036,41.033188,18.799999,77.800003,3.4,Point,4542614,550405.3,16,14.722573,3.139984,0.001184,6.594128,3,-92812.98,244292.5,2475.884,-88236.1,286369.4
330,4556,NASIS,2010IA10180005,31966,-91.717453,41.062485,18.7,60,21.099999,Point,4546487,607762.3,16,6.307407,9.920013,-0.000071,6.833395,3,-39760.41,296771.6,36057.32,-39231.11,343626.8
331,5342,NASIS,1990IA101084,33071,-91.755845,41.062611,2,0,98,Point,4546454,604537.3,16,2.488585,-0.219971,0.000228,12.45334,2,-42349.14,293724.9,34413.52,-41667.73,340458.1
332,8648,NASIS,1977IA087050,28327,-91.419991,41.029092,30,<Null>,<Null>,Point,4543190,632824.3,16,1.338154,-2.630005,-0.001304,6.975209,5,-28086.47,321717,48387.29,-25292.29,368087.7
333,10093,NASIS,1977IA087012,28326,-91.432852,41.03293,32,<Null>,<Null>,Point,4543595,631735.3,16,2.470654,-1.5,-0.000153,8.55813,4,-27980.35,320548.2,48040.82,-26073.93,367044.3
334,10094,NASIS,1977IA087013,28326,-91.432697,41.032969,31,<Null>,<Null>,Point,4543601,631750.3,16,1.429261,-2.48999,-0.001063,8.739039,4,-27980.35,320548.2,48040.82,-26073.93,367044.3
335,4374,NASIS,2010IA087007,40371,-91.370907,41.066611,29.108696,69.191305,1.7,Point,4547432,636874.3,16,0.770494,2.100006,-0.000057,8.18175,1,-23135.47,324432,54301.84,-19697.71,372695.5
336,5501,NASIS,1983IA057105,41166,-91.322364,41.038,28.299999,70,1.7,Point,4544333,641014.3,4,0.695184,1.399994,0.000191,8.952678,1,-26143.07,329232.1,54669.64,-17788.2,376372.6
337,5339,NASIS,1976IA057001,27916,-90.98321,41.046076,29.9,29.1,41,Point,4545833,669502.3,7,0.884364,-0.089966,-0.000123,10.60199,6,38796.39,356290.7,77520.19,8772.685,404849.1
338,13438,NASIS,1977IA129004,28138,-95.832225,41.087433,17.700001,14.2,68.099998,Point,4552328,262108.2,8,0.273758,-0.359985,0.000001,14.7816,6,-322193.1,-26925.82,-185163.5,-255899.4,2500
339,5484,NASIS,1979IA129023,27964,-95.702514,41.072789,23.5,74.199997,2.3,Point,4550357,272953.2,15,0.970015,1.780029,-0.00035,9.962541,6,-313876.7,-16298.47,-176345.9,-248972.7,13435.03
340,13398,NASIS,1976IA129003,27968,-95.710589,41.073456,17.6,76.900002,5.5,Point,4550453,272278.2,15,0.880339,-2.570007,-0.002113,10.25646,6,-314340.2,-16871.57,-176834.4,-249357.2,12826.92
341,2124,NASIS,Y07IA003005,39198,-94.924919,41.070721,37,<Null>,<Null>,Point,4548392,338281.2,13,5.467304,5.26001,0.000256,6.104886,3,-261216.4,44518.98,-122774.3,-195361.2,76760.99
342,2100,NASIS,S07IA003006,39034,-94.867279,41.1175,33,<Null>,<Null>,Point,4553483,343234.2,13,4.460987,1.519958,0.000758,7.033527,3,-254204.8,48247.7,-115732.5,-188402.9,81991.22
343,2152,NASIS,Y07IA003009,39426,-94.920281,41.070446,32,<Null>,<Null>,Point,4548353,338668.2,13,11.347394,4.749939,0.000538,5.481775,3,-260904.4,44911.69,-122472.6,-195037.9,77158.6
344,2185,NASIS,S07IA003006,39034,-94.867279,41.1175,33,<Null>,<Null>,Point,4553483,343234.2,13,4.460987,1.519958,0.000758,7.033527,3,-254204.8,48247.7,-115732.5,-188402.9,81991.22
345,1834,NASIS,2004IA003002,38209,-94.748611,41.100555,28,<Null>,<Null>,Point,4551395,353158.2,13,1.909269,-1.27002,-0.001092,11.90732,4,-247889.4,58367.97,-108788.6,-181735.7,91810.51
346,2084,NASIS,Y06IA003010,38915,-94.767502,41.11211,23,<Null>,<Null>,Point,4552709,351598.2,13,1.117621,-3.76001,0.003067,7.394481,5,-248199.6,56639.21,-109360.4,-182127.6,90429.2
347,2153,NASIS,Y07IA003010,39426,-94.704277,41.118946,27,<Null>,<Null>,Point,4553360,356923.2,13,11.763974,6.349976,-0.000325,5.715812,3,-243699.8,61731.84,-104512,-177511.6,95643.61
348,2266,NASIS,S08IA003002,39679,-94.739456,41.086868,32,<Null>,<Null>,Point,4549859,353899.2,13,8.120852,-3.869995,-0.000679,6.441449,3,-248255.6,59475.79,-108853.1,-182036.6,92431.7
349,2544,NASIS,S2008IA003002,39672,-94.739456,41.086868,32,<Null>,<Null>,Point,4549859,353899.2,13,8.120852,-3.869995,-0.000679,6.441449,3,-248255.6,59475.79,-108853.1,-182036.6,92431.7
350,14308,NCSS,S2008IA003002,8/12/2008,-94.739456,41.086868,31.6,30.5,37.9,Point,4549859,353899.2,13,8.120852,-3.869995,-0.000679,6.441449,3,-248255.6,59475.79,-108853.1,-182036.6,92431.7
351,1827,NASIS,S2002IA003001,37837,-94.683044,41.082657,32,<Null>,<Null>,Point,4549298,358627.2,13,3.129422,-7.480042,-0.000767,7.727539,3,-245109.2,64190.34,-105114.8,-178766,97003.61
352,2021,NASIS,2005IA003015,38601,-94.683052,41.082779,26,<Null>,<Null>,Point,4549313,358627.2,13,1.903368,-7.51001,-0.000217,6.604068,4,-245109.2,64190.34,-105114.8,-178766,97003.61
353,5776,NASIS,1972IA175001,26574,-94.464044,41.099806,33.599998,63.599998,2.8,Point,4550870,377056.2,13,1.696439,5.150024,-0.000002,7.6516,4,-230535.9,81974.14,-88960.27,-163909.3,115394
354,2318,NASIS,Armstrong-IA175-01-01,39671,-94.223793,41.0975,28,67,5,Point,4550303,397228.2,13,3.446892,14.29999,0.004302,6.180634,3,-216960.1,101580,-74175.53,-150256.9,135255.4
355,2319,NASIS,Armstrong-IA175-01-02,39671,-94.224747,41.097752,27,68,5,Point,4550333,397147.2,13,9.704486,6.669983,0.001609,5.932458,3,-216952.7,101451.3,-74175.53,-150249.5,135170.6
356,2320,NASIS,Armstrong-IA175-01-03,39671,-94.223091,41.097046,27,68,5,Point,4550252,397285.2,13,3.810487,13.74005,-0.000742,6.013591,3,-216893.3,101673.6,-74104.79,-150190,135354.4
357,2321,NASIS,Armstrong-IA175-02-01,39693,-94.22361,41.0975,25,52,23,Point,4550303,397243.2,13,7.878022,13,0.005219,6.907357,3,-216960.1,101580,-74175.53,-150256.9,135255.4
358,2549,NASIS,Armstrong-IA175-04-01,39707,-94.240837,41.085834,20,75,5,Point,4549028,395779.2,13,4.888013,6.47998,0.002308,6.706887,3,-218788.7,100704,-76014.02,-152085.6,133703.6
359,2550,NASIS,Armstrong-IA175-04-02,39707,-94.24028,41.086666,27,68,5,Point,4549118,395827.2,13,7.318924,4.099976,0.000572,5.909884,3,-218788.7,100704,-76014.02,-152085.6,133703.6
360,2551,NASIS,Armstrong-IA175-05-01,39707,-94.24028,41.086666,28,51,21,Point,4549118,395827.2,13,7.318924,4.099976,0.000572,5.909884,3,-218788.7,100704,-76014.02,-152085.6,133703.6
361,5841,NASIS,1972IA175003,26543,-94.130467,41.106786,26.1,65.5,8.4,Point,4551227,405079.2,13,2.636235,2.579956,0.000537,8.617391,2,-210997.5,108688,-68023.67,-144303.7,143217.5
362,5892,NASIS,1971IA175004,26204,-94.128422,41.106189,22.765517,58.923645,18.29803,Point,4551158,405250.2,13,6.644898,-9.419983,-0.004112,19.65014,3,-211008.5,108814.8,-68032.93,-144315.3,143302.5
363,5845,NASIS,1984IA039003,30895,-93.996061,41.133475,25.299999,44.700001,30,Point,4554053,416398.2,13,6.255674,-2.75,-0.000853,7.133645,3,-200368.7,118652.8,-58837.49,-134790.3,154803.2
364,13143,NASIS,1986IA039002,31502,-93.98925,41.103225,37,61.299999,1.7,Point,4550687,416932.2,13,3.742532,5.540039,0.001639,7.386693,3,-201941.4,120097.7,-61388.11,-137063.9,154832.8
365,15056,NCSS,S2013IA039001,5/15/2013,-93.977416,41.088787,29.3,31.6,39.1,Point,4549073,417907.2,13,10.623154,0.919983,0.000585,7.041795,3,-202082.8,121533.3,-62219.77,-137668.7,155632.8
366,13169,NASIS,1984IA039056,30921,-93.838583,41.121797,33.799999,63.299999,2.9,Point,4552616,429604.2,13,3.695212,-0.23999,0.000477,8.332183,3,-190646.2,131781.8,-53761.79,-127781.1,167671.3
367,2552,NASIS,Armstrong-IA039-02-01,39708,-93.666664,41.098888,28,67,5,Point,4549949,444016.2,12,4.67861,7.72998,0.00058,5.464899,3,-181192.4,146372.6,-47899.58,-122174.5,181675.3
368,5522,NASIS,1988IA117001,41436,-93.156188,41.129097,19.799999,24.4,<Null>,Point,4553099,486889.2,12,6.371558,-6.380005,-0.001412,6.179266,3,-149177.3,182256.1,-29062.17,-101387.7,224669.9
369,14160,NCSS,S1995IA135002,6/1/1995,-93.051666,41.111668,29.7,62.4,7.9,Point,4551155,495661.2,12,5.259643,0.610046,-0.001066,8.016445,3,-144377.2,190871,-24476.11,-99652.59,233159.4
370,14181,NCSS,S1995IA135001,8/17/1995,-93.053055,41.111389,34,63.5,2.5,Point,4551125,495544.2,12,4.043789,7.819946,0.000343,6.750347,3,-144490.5,190826.5,-24617.47,-99688.56,233059.7
371,4559,NASIS,2010IA17980001,27546,-92.511475,41.127972,17.1,79.699997,3.2,Point,4553078,541006.3,16,1.102994,8.589996,0.00045,10.0476,1,-99277.09,231649.9,4743.417,-82404.01,278562.2
372,4563,NASIS,2010IA17980005,27720,-92.485954,41.096432,26,<Null>,<Null>,Point,4549589,543169.3,16,2.165525,0.710022,-0.002917,6.96452,4,-97851.57,234978.9,3394.113,-85203.11,280439.4
373,9020,NASIS,1975IA179117,27729,-92.372427,41.113491,30,<Null>,<Null>,Point,4551545,552688.3,16,1.235917,1.350006,-0.000021,9.834504,6,-88145.79,243117.9,11340.63,-80500.93,290118.1
374,4368,NASIS,2010IA101001,40365,-92.150131,41.127559,29.5,68.400002,2.1,Point,4553267,571336.3,16,2.938535,2.240021,-0.000339,6.73637,3,-69700,260069.1,23623.72,-64811.5,308748.2
375,5365,NASIS,1989IA051052,32730,-91.933088,41.125671,20,50,30,Point,4553258,589558.3,16,5.137412,0.529999,0.000736,5.976648,3,-52376.04,277367.1,33800,-49247.64,326678.2
376,4553,NASIS,2010IA10180002,32098,-91.910828,41.114986,16,78.800003,5.2,Point,4552094,591442.3,16,14.392532,7.289978,-0.000209,5.779565,3,-51053.89,279540.8,33961.15,-48319.77,328354.8
377,4554,NASIS,2010IA10180003,32098,-91.911751,41.121769,17.700001,77.099998,5.2,Point,4552847,591355.3,16,1.7092,10.98001,0.001252,7.853393,2,-50843.39,279204.1,34541.14,-47953.83,328387
378,4555,NASIS,2010IA10180004,31966,-91.736694,41.097473,17.1,78.199997,4.5,Point,4550348,606091.3,16,1.140915,10.16,0.000462,7.34649,1,-38829.37,294078.5,38605.96,-38025.39,342608
379,4545,NASIS,2010IA11580001,29007,-91.217476,41.076084,22.299999,72.699997,5,Point,4548734,649744.3,4,1.280929,7.75,0.001164,8.009822,1,23977.7,336413.6,63932.46,-8414.868,385555.8
380,4546,NASIS,2010IA11580002,29096,-91.246307,41.121418,24.4,74.199997,1.4,Point,4553717,647221.3,4,1.879819,8.269989,0.000457,7.009285,2,18480.53,332743.8,65700.08,-7884.795,383747.4
381,5489,NASIS,1979IA129038,41102,-95.840967,41.112469,48.700001,37.799999,13.5,Point,4555133,261463.2,8,0.351616,-1.109985,-0.000816,12.84876,6,-321428.2,-28711.15,-184632.2,-254674.2,2000
382,5491,NASIS,1979IA129045,41106,-95.856914,41.118811,38.599998,52.5,8.9,Point,4555880,260146.2,8,0.201328,0.139954,0.000023,9.154616,6,-322224.8,-30186.92,-185534.6,-255250.8,700
