OBJECTID *,OBJECTID,DB,pedon_id,obs_date,x_std,y_std,cl,si,sa,Shape *,Y,X,IAphysregionsv4,IA_slp9m,IA_rel135m,IA_prc63m,TWI30m,IA_DHPFP,Cedar,Nish,DesMoines,Iowa2,Missouri2
2057,4004,NASIS,M75IA033090,27641,-93.061958,43.025829,30,57,13,Point,4763684,494953.2,6,0.225009,-3.710022,-0.000202,10.45382,6,-28532.26,212060.4,100638.5,48211.41,274971.8
2058,5404,NASIS,1973IA033050,40065,-93.086179,43.067793,31,56,13,Point,4768346,492982.2,6,0.171492,-0.26001,-0.000048,10.63152,5,-27540.88,213407,100819.4,48301.14,272838.3
2059,2166,NASIS,2008IA067001,39455,-93.002029,43.035946,22,58,20,Point,4764806,499834.2,6,0.706695,0.710022,-0.000025,11.2713,1,-23690.71,216654.2,105588.3,53195.86,279802.3
2060,2493,NASIS,S08IA067001,39455,-93.002029,43.035946,22,58,20,Point,4764806,499834.2,6,0.706695,0.710022,-0.000025,11.2713,1,-23690.71,216654.2,105588.3,53195.86,279802.3
2061,4273,NASIS,1983IA067030,40291,-92.818932,43.066734,30.200001,57.299999,12.5,Point,4768241,514741.2,6,0.414991,1.01001,-0.000007,8.591267,1,-9484.725,230821,120731.9,68434.05,294524.6
2062,5397,NASIS,1969IA131058,25477,-92.8311,43.031421,26.6,60.900002,12.5,Point,4764317,513760.2,6,3.199645,1.279968,0.000641,11.16588,3,-12074.77,227736.6,118411.9,66341.69,293709.3
2063,4067,NASIS,1983IA067220,40275,-92.602303,43.038685,21,39.5,39.5,Point,4765187,532396.3,6,3.105931,2.130005,-0.000648,7.691943,3,2662.705,243928.9,136449,76243.95,312341.4
2064,4065,NASIS,1986IA037218,40275,-92.529587,43.029884,11.9,46.799999,41.299999,Point,4764242,538324.3,6,1.877615,2.419983,0.000538,7.74918,2,6224.146,248501.8,141047.4,78970.38,318260.3
2065,4074,NASIS,1983IA037207,40276,-92.174683,43.033165,31,<Null>,<Null>,Point,4764830,567235.3,6,2.6173,-1.140015,-0.00016,7.053128,4,31039.49,273989.9,165823.3,99051.55,345632.5
2066,4359,NASIS,1984IA037030,31320,-92.170174,43.057972,24.6,39.099998,36.299999,Point,4767587,567574.3,6,2.991628,4.059937,0.000711,7.677732,3,32442.26,275614.6,167515.5,101173.2,346904.6
2067,14555,NCSS,S1962IA065006,7/28/2014,-92.07734,43.056249,10,20.5,69.5,Point,4767476,575137.3,6,5.553428,0.890015,0.000459,8.197005,3,39351.75,282192.3,173986.6,106709.7,353948.3
2068,14608,NCSS,S1962IA065005,7/28/2014,-92.062356,43.062901,10.2,20.7,69.1,Point,4768226,576349.3,6,0.342854,3.049988,0.000462,8.391458,1,40753.89,283626.4,175424,108142.5,355344.3
2069,14874,NCSS,1962IA065039,8/5/2014,-91.922121,43.037177,9,18,73,Point,4765508,587803.3,6,3.645852,-0.410034,-0.000219,7.380301,3,50990.68,292621.8,184296.8,115515.4,365341.5
2070,14615,NCSS,S1971IA065002,8/3/1971,-91.881611,43.016883,20.5,53.3,26.2,Point,4763297,591133.3,11,19.818563,-9.529968,-0.001075,8.449682,3,53792.57,294637.8,186298.8,116986.3,367803.5
2071,14766,NCSS,S1962IA065010,7/28/2014,-91.835985,43.065734,22.5,71.1,6.4,Point,4768772,594775.3,11,0.827579,-1.650024,-0.000218,11.30826,6,58574.57,300359.8,192033.8,123139.4,373022.9
2072,13639,NCSS,S1983IA065002,12/1/1983,-91.714447,43.063332,18.8,76.6,4.6,Point,4768649,604675.3,11,4.695657,7.23999,0.00036,6.112387,3,68181.52,309240.5,200901.7,131335.6,382402.7
2073,13641,NCSS,S1983IA065003,12/1/1983,-91.714165,43.06361,18.6,76.1,5.3,Point,4768682,604699.3,11,7.243807,10.98999,0.000125,6.167562,3,68181.52,309240.5,200901.7,131335.6,382402.7
2074,13664,NCSS,S1983IA065001,12/1/1983,-91.714722,43.063888,19.8,76.1,4.1,Point,4768712,604654.3,11,4.605341,11.42993,0.000631,5.56384,3,68083.84,309150.1,200811.2,131251.1,382307.5
2075,13757,NCSS,S1983IA065004,12/1/1983,-91.715553,43.064999,25.7,70.6,3.7,Point,4768835,604582.3,11,2.266941,15.02002,0.001243,5.794662,2,68127.02,309235.5,200896.4,131358.2,382368.9
2076,15030,NCSS,S1975IA065013,2/20/2013,-91.718367,43.040166,28,67,5,Point,4766072,604396.3,11,11.951241,4.769958,0.001041,5.119795,3,67377.22,307868.3,199536.1,129708.3,381327.8
2077,14367,NCSS,S1969IA043002,7/8/1969,-91.598152,43.064214,21,75.5,3.5,Point,4768901,614143.3,11,2.901771,2.849976,0.000359,7.935212,2,77427.64,317850.9,209527.9,139471.6,391420.9
2078,6225,NASIS,S1973IA043009,26924,-91.566509,43.013498,22,74,4,Point,4763312,616816.3,11,6.574426,10.01001,0.000606,6.356009,3,78938.77,318040.1,209793.3,134000,392365.2
2079,14672,NCSS,S1973IA043009,9/17/1973,-91.566509,43.013498,18.7,76.9,4.3,Point,4763312,616816.3,11,6.574426,10.01001,0.000606,6.356009,3,78938.77,318040.1,209793.3,134000,392365.2
2080,15043,NCSS,S1976IA043004,8/20/1976,-91.373891,43.062642,26.8,69.4,3.8,Point,4769054,632407.3,11,6.077763,-3.980042,0.000206,7.332328,3,95440.92,334661.1,226426.7,140678.8,408972.7
2081,8732,NASIS,2015IA043002,42257,-91.271167,43.01602,25,<Null>,<Null>,Point,4764044,640879.3,11,5.455131,5.880005,0.000722,6.160524,3,101062,340584.9,230995.1,136955,415738.9
2082,13382,NASIS,1982IA167010,30287,-96.331478,43.030506,33.599998,38.700001,27.700001,Point,4769591,228580.2,10,9.684855,-2.97998,-0.000846,6.856255,3,-275107,-163731.7,-126600,-221131.1,11148.54
2083,13432,NASIS,1974IA141003,27270,-95.453392,43.083797,23.1,47.099998,29.799999,Point,4773041,300295.2,9,0.071029,-0.73999,0.00017,8.515846,6,-204018.5,138502.2,-58567.65,-151391.7,80180.42
2084,13337,NASIS,1974IA141002,27281,-95.403389,43.057272,36.200001,60.599998,3.1,Point,4769978,304282.2,9,0.949493,-0.490051,-0.000205,12.13105,5,-200793.2,134783.5,-55939.43,-146780.8,84470.41
2085,1131,NASIS,94IA041015,34548,-95.350281,43.05389,34,60,6,Point,4769480,308596.2,9,0.293477,-2.380005,-0.000001,9.260126,5,-196726,133697.3,-51665.46,-142479.6,88799.38
2086,13606,NCSS,S1959IA041003,6/9/1959,-95.28833,43.058334,40.6,56.6,2.8,Point,4769834,313654.2,9,0.286465,-0.789978,0.000029,11.23919,5,-191774,133578.8,-46651.9,-137712.3,93724.33
2087,14179,NCSS,S1994IA041002,4/4/1994,-95.248337,43.080555,41.4,55.9,2.7,Point,4772213,316978.2,9,1.054794,-0.400024,-0.000096,9.908798,5,-187927.6,135630.3,-43200,-134936.1,96898.5
2088,1208,NASIS,1995IA041014,34786,-95.164169,43.09528,33,<Null>,<Null>,Point,4773668,323872.2,9,1.278241,0.210022,-0.000127,8.972013,1,-180868,136903.7,-36319.83,-128463,103679.6
2089,1214,NASIS,1995IA041020,34842,-95.191666,43.088333,40,47.700001,12.3,Point,4772957,321613.2,9,2.422749,-1.209961,-0.000095,8.456796,4,-183267.8,136240,-38603.24,-130574.3,101428.2
2090,1145,NASIS,1994IA041030,34572,-94.938057,43.083057,22,<Null>,<Null>,Point,4771862,342244.2,2,3.622331,0.329956,0.000667,7.764734,3,-163600,136190.5,-18001.11,-110203.7,122055.9
2091,6069,NASIS,1987IA081003,31929,-93.890978,43.107831,29,<Null>,<Null>,Point,4773176,427504.2,0,0.540289,0.520019,-0.001941,13.6397,6,-82213.45,170620.1,50569.26,-34123.45,207205.1
2092,3973,NASIS,1975IA033058,40070,-93.48629,43.12812,22,56,22,Point,4775159,460444.2,2,1.229357,-1.719971,-0.000107,10.13849,5,-51655.11,193617.5,75587.43,30010.66,240044.1
2093,14097,NCSS,87IA081003,6/1/1988,-93.533333,43.083333,21.2,36.5,42.3,Point,4770206,456586.2,2,0.734875,-0.809998,-0.000091,10.74702,5,-57378.48,187387.6,69595.55,24041.63,236395
2094,14826,NCSS,87IA081002,6/1/1988,-93.533333,43.083333,12,37.5,50.5,Point,4770206,456586.2,2,0.734875,-0.809998,-0.000091,10.74702,5,-57378.48,187387.6,69595.55,24041.63,236395
2095,14940,NCSS,87IA081001,6/1/1988,-93.533333,43.083333,19,32.1,48.9,Point,4770206,456586.2,2,0.734875,-0.809998,-0.000091,10.74702,5,-57378.48,187387.6,69595.55,24041.63,236395
2096,3958,NASIS,1973IA033041,39916,-93.458069,43.099106,20,45,35,Point,4771922,462724.2,2,2.269639,1.809998,-0.000051,8.943934,4,-51263.34,192907.5,75610.84,27958.9,242428.8
2097,4007,NASIS,1974IA033094,27158,-93.428795,43.097218,29,56,15,Point,4771700,465106.2,2,1.50881,0.73999,-0.000178,8.307984,4,-49342.58,194489.1,77528.32,28991.38,244834
2098,3951,NASIS,M72IA033034,39883,-93.201698,43.113335,25,50,25,Point,4773422,483589.2,6,1.862192,0.920044,-0.000035,8.830195,4,-32913.37,209316.8,94497.52,42923.65,263277.8
2099,3954,NASIS,M73IA033037,39905,-93.191605,43.090214,29,53,18,Point,4770851,484405.2,6,0.857015,1.609985,0.000105,9.618888,1,-33643.43,208305.5,94117.21,42103.8,264150
2100,4021,NASIS,1973IA033109,26928,-93.194862,43.090244,30,55,15,Point,4770854,484141.2,6,0.60571,0.589966,-0.000059,9.992496,1,-33886.43,208076,93846.05,41856.18,263850.2
2101,4223,NASIS,M72_IA033_082,40284,-93.201851,43.113442,25.6,58.799999,15.6,Point,4773434,483577.2,6,1.006548,1.219971,0.000594,8.698775,1,-32860.92,209382.1,94542.74,42984.77,263275.4
2102,3957,NASIS,1973IA033040,39916,-93.103622,43.088615,24,46,30,Point,4770662,491566.2,6,1.13874,3.619995,0.000059,7.629332,1,-27558.85,213740,100581.6,48127.43,271352.6
2103,3998,NASIS,M73IA033084,26890,-93.121674,43.123337,31,50,19,Point,4774520,490102.2,6,1.099366,1.629944,-0.000195,8.261394,6,-26920.07,214986.8,100812.1,48841.99,269752.1
2104,3925,NASIS,M76IA033008,39856,-93.065018,43.110371,29,48,23,Point,4773074,494710.2,6,0.35009,-1.209961,-0.000042,10.04114,6,-23702.32,217659.8,104397.9,52007.88,274381.8
2105,3947,NASIS,1973IA033030,26878,-93.063263,43.127193,32,49,19,Point,4774943,494854.2,6,0.643878,-1.439941,-0.000359,9.546643,5,-22823.23,218932.1,105274.6,53064.87,274442
2106,3965,NASIS,1973IA033048,40064,-93.024597,43.097649,15,34,51,Point,4771658,497998.2,6,2.449665,1.289978,-0.000074,10.13058,4,-21550.17,219378.7,106756.2,54247.67,277718.2
2107,3966,NASIS,M74IA033051,40065,-93.093948,43.11092,24,44,32,Point,4773137,492355.2,6,0.432841,-0.590027,0.000199,8.983562,5,-25830.41,215857,102250.9,49992.9,271980.1
2108,3967,NASIS,M73IA033052,40065,-93.063225,43.127842,26,46,28,Point,4775015,494857.2,6,1.340106,-1.279968,-0.00019,8.388645,5,-22823.23,218932.1,105274.6,53064.87,274442
2109,3986,NASIS,M73IA033072,26885,-93.055061,43.095898,23.9,57.599998,18.5,Point,4771466,495520.2,6,1.562296,1.140015,-0.000062,10.60252,4,-23769.73,217288.6,104424.6,51935.54,275225.2
2110,3990,NASIS,M73IA033076,26876,-93.045189,43.088051,37,53,10,Point,4770593,496321.2,6,1.394869,-10.37994,-0.000513,6.961585,5,-23574.78,217361.8,104746.6,52234.57,276053.3
2111,4008,NASIS,M73IA033095,26891,-93.032631,43.090813,23.200001,64.900002,11.9,Point,4770899,497344.2,6,0.605516,-0.610046,-0.000302,8.658607,5,-22578.75,218334.8,105777.6,53263.31,277043
2112,5403,NASIS,1973IA033049,40064,-93.025464,43.098182,22,43,35,Point,4771718,497929.2,6,0.089982,1.200012,-0.000216,9.322878,1,-21633.31,219299.8,106666.3,54158.47,277618.2
2113,13469,NASIS,1983IA067006,43482,-92.991809,43.11683,23.5,43.099998,33.400002,Point,4773788,500665.2,6,16.88019,4.02002,0.003297,9.306487,3,-18139.74,222799.2,110105.1,57608.77,280364.2
2114,4265,NASIS,1985IA037006,40284,-92.210831,43.120537,23.299999,38.200001,38.5,Point,4774502,564199.3,6,1.579792,3.859985,0.00013,6.811671,2,32775.75,276003.5,168230.1,103664.1,343840.8
2115,4645,NASIS,1984IA037060,40702,-92.242928,43.113693,19,<Null>,<Null>,Point,4773719,561595.3,6,1.677001,2.390015,0.000452,7.59914,2,30150.46,273351.7,165613.8,101318.6,341254.5
2116,9182,NASIS,1985IA037004,31352,-92.194356,43.110938,22.5,54,23.5,Point,4773449,565549.3,6,1.057922,-3.490051,-0.000168,10.56515,6,33392.81,276635.4,168786.4,103827.9,345157.5
2117,13467,NASIS,1983IA037004,43482,-92.226255,43.083508,23.5,43.099998,33.400002,Point,4770380,562981.3,6,0.90085,-0.340027,-0.000282,8.564455,5,29690.57,272934,165020.8,99860.41,342728.9
2118,2220,NASIS,2000IA191012,36754,-92.013229,43.106014,22,<Null>,<Null>,Point,4773062,580291.3,6,2.690785,-1.219971,-0.000103,9.15794,4,46280.02,289405.9,181264.4,114301,359962.3
2119,15024,NCSS,S1959IA191039,7/21/2014,-91.924138,43.111241,23,51,26,Point,4773731,587533.3,6,1.685119,-0.609985,0.000094,12.16666,2,53183.18,296100.1,187887,120285.2,367149
2120,5550,NASIS,1989IA005001,32801,-91.487257,43.111725,18,<Null>,<Null>,Point,4774334,623077.3,11,5.29977,-15.71997,-0.001974,15.2583,3,87390.45,328325.1,219994.3,145241.1,401664.3
2121,14491,NCSS,S1973IA043017,7/18/1973,-91.498811,43.080755,22.4,71.9,5.7,Point,4770878,622201.3,11,3.217664,4.290039,-0.00024,6.340369,3,85761.59,326053.1,217742.5,141706.8,399748.2
2122,14515,NCSS,S1973IA043011,7/11/1973,-91.472344,43.075933,16.8,77.5,5.7,Point,4770380,624364.3,11,0.795743,-5.150024,-0.000045,10.05464,6,87727.59,327764.3,219467.1,141304.5,401604.5
2123,14352,NCSS,S1975IA043010,7/17/1975,-91.330564,43.081067,25.6,70.3,4.1,Point,4771169,635896.3,11,6.097257,4.649963,-0.000237,6.663774,3,99283.69,338706.6,230462.6,143193,412929.9
2124,5840,NASIS,1982IA167005,30088,-95.903458,43.113322,37.200001,53.200001,9.6,Point,4777493,263773.2,10,0.718119,-2.289978,0.000324,11.96424,6,-239087.6,-153393.9,-91235.13,-187937.8,43460.9
2125,5142,NASIS,1977IA141002,26564,-95.829744,43.12653,36.599998,61.299999,2.1,Point,4778753,269821.2,10,0.344287,-2.340027,-0.000252,8.810018,5,-232957.1,152315.5,-85128.61,-182378.3,49410.12
2126,5167,NASIS,1982IA167003,41313,-95.881056,43.101319,33.099998,62.5,4.4,Point,4776095,265549.2,10,4.845535,-1.070007,-0.000192,8.357588,3,-237639.6,-151436,-90068.09,-185978.2,45251.52
2127,13488,NASIS,1983IA167003,30511,-95.886922,43.125911,20.200001,44.599998,35.200001,Point,4778843,265165.2,10,3.11911,-0.26001,-0.000046,7.498073,3,-237484.3,-154131.4,-89401.23,-186880.7,44809.04
2128,14124,NCSS,87IA141001,6/1/1988,-95.616667,43.144444,34.2,59,6.8,Point,4780181,287215.2,9,0.859337,-3.320007,-0.000492,8.964998,5,-215560,148272.9,-68298.76,-165718.9,66800.08
2129,170,NASIS,S1959IA141001,21711,-95.438332,43.128887,33,<Null>,<Null>,Point,4778015,301666.2,9,0.271887,-0.98999,0.000001,12.40423,5,-201674.1,143093.3,-55700.09,-151073,81319.92
2130,13562,NCSS,S1959IA141001,6/10/1959,-95.438332,43.128887,40.3,58.1,1.6,Point,4778015,301666.2,9,0.271887,-0.98999,0.000001,12.40423,5,-201674.1,143093.3,-55700.09,-151073,81319.92
2131,13104,NASIS,1975IA141001,27619,-95.427631,43.138858,36,61.599998,2.4,Point,4779095,302569.2,9,0.159038,-0.369995,-0.000287,9.993538,5,-200586,144036.7,-54535.49,-150421.4,82202.98
2132,1223,NASIS,95IA041030,34857,-95.327774,43.134167,32,<Null>,<Null>,Point,4778345,310678.2,9,0.643767,1.070007,0.000093,8.929659,1,-192763,142310.2,-46992.13,-142361,90310.85
2133,1234,NASIS,95IA041041,34872,-95.303337,43.155277,26,<Null>,<Null>,Point,4780634,312730.2,9,0.450176,-0.440063,-0.000012,9.34383,6,-190363.9,144416.2,-44385.7,-140939.2,92301.95
2134,1547,NASIS,1995IA041002,34857,-95.361667,43.1475,27,<Null>,<Null>,Point,4779902,307963.2,9,1.270746,14.70996,0.00126,6.134072,1,-195229.1,144106.3,-49216.36,-145424.1,87500
2135,4456,NASIS,107AIA1924IA041,39264,-95.289169,43.113888,35.5,56.299999,8.2,Point,4776005,313756.2,9,7.347536,0.789978,0.000243,19.93933,3,-190308.3,139649.8,-45038.87,-138918.1,93377.35
2136,4933,NASIS,S95IA041029,34855,-95.361664,43.147499,26.9,52.700001,20.4,Point,4779902,307963.2,9,1.270746,14.70996,0.00126,6.134072,1,-195229.1,144106.3,-49216.36,-145424.1,87500
2137,14170,NCSS,S1995IA041004,5/23/1995,-95.289719,43.13361,15.3,25.6,59.1,Point,4778198,313771.2,9,0.971615,2.159973,0.000259,7.614561,1,-189762.4,141835,-44136.72,-139293.4,93413.7
2138,14945,NCSS,S1995IA041001,6/1/1995,-95.316948,43.128056,34.1,58.4,7.5,Point,4777643,311539.2,9,1.46011,1.749939,0.000337,14.5941,1,-192115.8,141535.8,-46468.59,-141427.9,91124.2
2139,14996,NCSS,S1995IA041003,11/27/1995,-95.327774,43.134167,33.5,56.3,10.2,Point,4778345,310678.2,9,0.643767,1.070007,0.000093,8.929659,1,-192763,142310.2,-46992.13,-142361,90310.85
2140,1215,NASIS,95IA041021,34842,-95.279167,43.134167,15,<Null>,<Null>,Point,4778237,314629.2,9,0.393611,0.349976,0.000303,8.107929,1,-188958.4,141874.4,-43352.05,-138536,94211.95
2141,13510,NCSS,S1959IA041002,6/9/1959,-95.230003,43.148613,24.2,39.2,36.6,Point,4779734,318673.2,9,0.387214,-0.840027,-0.000048,9.918495,5,-184643.5,143134.3,-38986.41,-134898.4,98300
2142,13554,NCSS,S1959IA041007,6/12/1959,-95.245552,43.126388,25.7,41.3,33,Point,4777298,317341.2,9,1.744403,0.570007,0.000122,8.01238,2,-186516.8,140705.4,-41217.11,-135680.9,96932.24
2143,1122,NASIS,94IA041005,34529,-95.190559,43.111946,18,<Null>,<Null>,Point,4775576,321772.2,9,1.329428,1.920044,-0.000157,7.637766,1,-182483,138834.6,-37894.2,-130917.5,101486.9
2144,1211,NASIS,95IA041017,34827,-95.187775,43.120277,31,<Null>,<Null>,Point,4776494,322024.2,9,2.02935,1.049988,-0.000073,9.529252,4,-182091.5,139730.1,-37299.33,-130920.8,101653.6
2145,1143,NASIS,1994IA041028,34570,-95.107498,43.153889,32,<Null>,<Null>,Point,4780061,328648.2,9,2.509501,1.330017,0.000094,13.02304,2,-174882.6,143345.2,-29784.56,-125393,108200
2146,1144,NASIS,1994IA041029,34572,-95.125832,43.155556,33,<Null>,<Null>,Point,4780283,327163.2,9,0.541205,-1.369995,-0.000092,8.88212,5,-176310.9,143515.4,-31045.93,-126893.1,106700.2
2147,1303,NASIS,96IA041002,35073,-95.094444,43.128334,30.799999,49.099998,20.1,Point,4777196,329638.2,9,0.13137,1.740051,-0.000055,8.378677,1,-174522.2,140475.3,-30026.15,-123693.2,109230.9
2148,14177,NCSS,S1994IA041006,4/4/1994,-95.120834,43.156666,29.5,34.5,36,Point,4780397,327571.2,9,0.656212,-0.769958,-0.000252,9.315485,5,-175801,143623.5,-30551.11,-126436.7,107200.4
2149,14201,NCSS,S1994IA041003,4/4/1994,-95.135277,43.153889,37.4,47.7,14.9,Point,4780118,326389.2,9,1.05229,-1.929993,-0.00007,13.57395,6,-177036.9,143306.8,-31764.76,-127517.3,106000
2150,1151,NASIS,1994IA041036,34592,-95.043053,43.133888,53,<Null>,<Null>,Point,4777709,333835.2,9,1.125396,-0.340027,-0.00033,8.672903,6,-170316.2,141174.5,-25838.34,-119749.3,113419.4
2151,1210,NASIS,1995IA041016,34789,-95.042221,43.138889,38,<Null>,<Null>,Point,4778264,333916.2,2,1.093744,-1.380005,-0.000261,8.046534,5,-170085.5,141779.6,-25587.69,-119806.9,113509.9
2152,1546,NASIS,95IA041029,34709,-95.050278,43.147221,45,<Null>,<Null>,Point,4779206,333283.2,2,0.383253,-0.229981,0.000087,9.052968,5,-170475.3,142641.7,-25956.31,-120622.1,112901.6
2153,1217,NASIS,1995IA041023,34842,-94.956947,43.145557,17,<Null>,<Null>,Point,4778837,340867.2,2,4.376806,0.389954,0.000097,9.445088,3,-163128.2,142986.8,-18690.37,-113228,120503.4
2154,14176,NCSS,S1994IA041004,4/4/1994,-94.964157,43.160274,29,57.3,13.7,Point,4780487,340318.2,2,0.362998,-2.280029,0.000031,11.41206,5,-163359.5,144512.2,-18845.16,-114260.1,119900.7
2155,805,NASIS,S1970IA147001,25873,-94.680177,43.143546,28.6,38.900002,32.5,Point,4778126,363370.2,1,2.260912,2.830017,0.000213,9.214964,2,-141487.5,146521.4,2300,-91604.8,143009
2156,6047,NASIS,S1987IA081001,31929,-93.948944,43.129306,21.4,28.9,49.700001,Point,4775612,422815.2,0,0.813312,1.840027,-0.000307,17.5942,1,-85824.24,169794.8,48596.3,-39048.69,202443.6
2157,6046,NASIS,S1979IA081004,29083,-93.872306,43.154389,25.799999,35.200001,39,Point,4778330,429079.2,0,0.486965,0.820068,0.000053,9.998467,1,-78964.36,175748,55417.05,-37332.16,208704.7
2158,4025,NASIS,1971IA033112,40221,-93.48513,43.154682,35.799999,57,7.2,Point,4778108,460558.2,2,1.751078,-3.380005,-0.00053,9.187981,4,-50176.69,195770.1,77409.3,32766.14,240106
2159,3943,NASIS,1973IA033026,39876,-93.46373,43.141483,26,46,28,Point,4776632,462289.2,2,1.026327,0.889954,0.000148,10.52358,1,-49282.96,196018.6,78006.41,32117.6,241919.9
2160,3945,NASIS,1974IA033028,39876,-93.465172,43.162666,16,18,66,Point,4778984,462184.2,2,4.740411,1.73999,0.000455,7.582925,3,-48253.5,197597.3,79305.11,34205.26,241801.3
2161,8613,NASIS,ESD2015IA033017,42151,-93.457101,43.133236,20,<Null>,<Null>,Point,4775711,462823.2,2,0.045129,-2.190002,0.000125,9.254483,5,-49294.63,195658,77828.34,31408.44,242434.7
2162,8614,NASIS,ESD2015IA033018,42151,-93.454953,43.133712,22,<Null>,<Null>,Point,4775765,462997.2,2,1.713654,-2.600037,-0.000781,9.473166,4,-49071.07,195869.9,78049.34,31583.54,242633
2163,8615,NASIS,ESD2015IA033019,42151,-93.456302,43.133266,24,<Null>,<Null>,Point,4775714,462889.2,2,1.390043,-3.469971,-0.000683,9.838039,5,-49206.2,195728.4,77909.95,31450.6,242534.7
2164,3921,NASIS,L74IA033004,39848,-93.326378,43.17733,25,45,30,Point,4780559,473473.2,6,1.922368,2.970032,0.000907,7.134021,2,-37550.23,206714,89418.4,41070.3,253100.5
2165,3948,NASIS,1973IA033031,39882,-93.37796,43.155556,20,50,30,Point,4778159,469270.2,2,1.570005,-2.390015,-0.000492,10.83594,4,-42387.03,202030.8,84594.63,36729.96,248905.1
2166,3926,NASIS,M75IA033009,39856,-93.263809,43.166225,31,56,13,Point,4779308,478555.2,6,1.050786,3.399963,0.000228,10.09974,6,-33975.43,209448.1,92922.55,43192.82,258100.5
2167,3959,NASIS,1973IA033042,40058,-93.279915,43.147774,30,45,25,Point,4777265,477238.2,6,0.363006,-0.549988,0.000131,9.066611,6,-36177.34,207135.4,90774.28,40838.34,256812.2
2168,3987,NASIS,1974IA033073,27229,-93.291901,43.145126,26,54,20,Point,4776974,476263.2,6,0.415073,0.690002,-0.000041,9.14002,1,-37169.48,206197.7,89762.46,39944.96,255815.3
2169,3991,NASIS,1973IA033077,26931,-93.319679,43.133312,29,49,22,Point,4775669,474001.2,6,2.163858,-0.139954,-0.000562,7.823646,4,-39719.01,203701.3,87207.16,37518.13,253633.1
2170,3994,NASIS,M75IA033080,27628,-93.250259,43.164425,28,55,17,Point,4779104,479656.2,6,0.248501,-1,-0.000172,6.967171,5,-33178.91,210120.1,93758.47,43790.52,259200.9
2171,3995,NASIS,M72IA033081,26494,-93.259354,43.1763,27.299999,53.900002,18.799999,Point,4780427,478921.2,6,0.256565,2.969971,0.000205,10.30895,1,-32977.11,210558.5,93894.63,44355.16,258500.3
2172,4000,NASIS,1972IA033086,26502,-93.273537,43.16354,28,58,14,Point,4779014,477763.2,6,0.828196,3.059998,0.000467,9.810038,1,-34807.61,208657.9,92083.93,42436.42,257301.3
2173,4002,NASIS,M74IA033088,27382,-93.310013,43.174397,25,47,28,Point,4780229,474802.2,6,1.616684,0.799988,0.000172,8.839788,2,-36566.65,207442.3,90334.98,41601.08,254400.1
2174,4022,NASIS,M72IA033110,26535,-93.184616,43.133976,31,56,13,Point,4775711,484984.2,6,1.251315,-0.429993,-0.000147,8.014368,5,-30537.85,211880.2,96796.13,45446.78,264631.8
2175,3955,NASIS,M73IA033038,39909,-93.136177,43.149136,26,49,25,Point,4777385,488926.2,6,3.240742,1.409973,0.000142,8.299672,3,-26309.31,215943.4,101039.8,49563.39,268510.7
2176,3963,NASIS,M73IA033046,40064,-93.139908,43.132511,16,40,44,Point,4775540,488620.2,6,4.455151,4.26001,0.001918,9.197576,3,-27513.81,214547,99952.49,48244.79,268232.9
2177,4015,NASIS,1973IA033103,26877,-93.123581,43.159149,26,48,26,Point,4778495,489952.2,6,3.298212,0.400024,0.000099,9.387781,3,-24894.38,217418.7,102436.3,51027.25,269503.1
2178,4016,NASIS,1973IA033104,26864,-93.133186,43.154182,34,47,19,Point,4777946,489172.2,6,0.463348,-0.799988,-0.000077,8.928182,5,-25749.76,216562,101584,50167.72,268806
2179,3975,NASIS,M72IA033060,40071,-93.062775,43.157627,32,54,14,Point,4778321,494896.2,6,0.612265,5.649963,0.000078,7.800627,1,-20800.24,221106.9,106794.8,54948.16,274504.1
2180,3981,NASIS,1975IA033067,26954,-93.043671,43.13353,32,49,19,Point,4775645,496447.2,6,0.171275,0.590088,0.000247,8.351263,1,-21077.24,220615.4,107020.6,54794.98,276030.4
2181,3985,NASIS,M73IA033071,26865,-93.063194,43.164188,29,56,15,Point,4779050,494863.2,6,1.011531,-1.349976,0.000024,9.451214,5,-20415.68,221543.1,107064.5,55323.14,274400.9
2182,3993,NASIS,M73IA033079,26912,-93.044838,43.145748,26.1,42.700001,31.200001,Point,4777001,496354.2,6,4.129415,11.35999,0.003489,5.859545,3,-20537.28,221358.8,107483.4,55397.93,275914.2
2183,3996,NASIS,M72IA033082,26535,-93.070519,43.161476,22,50,28,Point,4778750,494266.2,6,4.30414,2.950012,0.000572,8.139276,3,-20997.62,220967.2,106482.9,54741.67,273901.8
2184,14924,NCSS,S1974IA033003,6/1/1974,-93.062775,43.157501,34.6,52.6,12.8,Point,4778309,494896.2,6,1.178054,6.130005,0.001382,10.02951,1,-20800.24,221106.9,106794.8,54948.16,274504.1
2185,8713,NASIS,1983IA067004,30329,-92.793095,43.155234,26.4,53.599998,20,Point,4778075,516823.2,6,0.518251,1.940063,0.000133,8.213149,1,-2385.372,238228.7,126485.8,73963.84,296404.9
2186,9162,NASIS,1996IA067001,35372,-92.726822,43.168713,25,<Null>,<Null>,Point,4779587,522205.2,6,0.782873,0.23999,0.000227,12.53117,1,2879.236,243474.2,132019.7,79501.7,301800.1
2187,9163,NASIS,1996IA067002,35382,-92.728043,43.168041,25,<Null>,<Null>,Point,4779512,522106.2,6,0.566784,0.610046,0.000261,11.59366,1,2751.363,243334.5,131887.3,79369.64,301700.2
