OBJECTID *,DB,pedon_id,obs_date,x_std,y_std,cl,si,sa,Shape *,IA_slp9m,IA_rel135m,IA_prc63m,TWI30m,VDCN_10m,IA_DHPFP,Cedar,Nish,Iowa,DesMoines,Missouri,IAphysregionsv4,X_100,Y_100
95,NASIS,1979IA129023,27964,-95.702514,41.072789,23.5,74.199997,2.3,Point,0.970015,1.780029,-0.00035,9.962541,3.6987,6,-313876.7,-16298.47,-248972.7,-176345.9,13435.03,15,272915.5,4550374
96,NASIS,1976IA129003,27968,-95.710589,41.073456,17.6,76.900002,5.5,Point,0.880339,-2.570007,-0.002113,10.25646,1.96582,6,-314340.2,-16871.57,-249357.2,-176834.4,12826.92,15,272315.5,4550474
97,NCSS,S2008IA003002,8/12/2008,-94.739456,41.086868,31.6,30.5,37.9,Point,8.120852,-3.869995,-0.000679,6.441449,14.80859,3,-248255.6,59475.79,-182036.6,-108853.1,92431.7,13,353915.5,4549874
98,NASIS,1972IA175001,26574,-94.464044,41.099806,33.599998,63.599998,2.8,Point,1.696439,5.150024,-0.000002,7.6516,25.62244,4,-230535.9,81974.14,-163909.3,-88960.27,115394,13,377015.5,4550874
99,NASIS,Armstrong-IA175-01-01,39671,-94.223793,41.0975,28,67,5,Point,3.446892,14.29999,0.004302,6.180634,22.30389,3,-216960.1,101580,-150256.9,-74175.53,135255.4,13,397215.5,4550274
100,NASIS,Armstrong-IA175-01-02,39671,-94.224747,41.097752,27,68,5,Point,9.704486,6.669983,0.001609,5.932458,17.42361,3,-216952.7,101451.3,-150249.5,-74175.53,135170.6,13,397115.5,4550374
101,NASIS,Armstrong-IA175-01-03,39671,-94.223091,41.097046,27,68,5,Point,3.810487,13.74005,-0.000742,6.013591,25.61563,3,-216893.3,101673.6,-150190,-74104.79,135354.4,13,397315.5,4550274
102,NASIS,Armstrong-IA175-02-01,39693,-94.22361,41.0975,25,52,23,Point,7.878022,13,0.005219,6.907357,20.84894,3,-216960.1,101580,-150256.9,-74175.53,135255.4,13,397215.5,4550274
103,NASIS,Armstrong-IA175-04-01,39707,-94.240837,41.085834,20,75,5,Point,4.888013,6.47998,0.002308,6.706887,22.77264,3,-218788.7,100704,-152085.6,-76014.02,133703.6,13,395815.5,4549074
104,NASIS,Armstrong-IA175-04-02,39707,-94.24028,41.086666,27,68,5,Point,7.318924,4.099976,0.000572,5.909884,21.53348,3,-218788.7,100704,-152085.6,-76014.02,133703.6,13,395815.5,4549074
105,NASIS,Armstrong-IA175-05-01,39707,-94.24028,41.086666,28,51,21,Point,7.318924,4.099976,0.000572,5.909884,21.53348,3,-218788.7,100704,-152085.6,-76014.02,133703.6,13,395815.5,4549074
106,NASIS,1972IA175003,26543,-94.130467,41.106786,26.1,65.5,8.4,Point,2.636235,2.579956,0.000537,8.617391,1.047852,2,-210997.5,108688,-144303.7,-68023.67,143217.5,13,405115.5,4551274
107,NASIS,1971IA175004,26204,-94.128422,41.106189,22.765517,58.923645,18.29803,Point,6.644898,-9.419983,-0.004112,19.65014,0,3,-211008.5,108814.8,-144315.3,-68032.93,143302.5,13,405215.5,4551174
108,NASIS,1979IA129038,41102,-95.840967,41.112469,48.700001,37.799999,13.5,Point,0.351616,-1.109985,-0.000816,12.84876,0,6,-321428.2,-28711.15,-254674.2,-184632.2,2000,8,261415.5,4555174
109,NASIS,1979IA129045,41106,-95.856914,41.118811,38.599998,52.5,8.9,Point,0.201328,0.139954,0.000023,9.154616,1.07663,6,-322224.8,-30186.92,-255250.8,-185534.6,700,8,260115.5,4555874
110,NASIS,1979IA129017,41099,-95.794089,41.159028,11.6,75.199997,13.2,Point,22.436301,24.96997,-0.003862,4.920914,69.04935,3,-315332.8,-27017.03,-248269.7,-178774,4205.948,15,265615.5,4560174
111,NASIS,1979IA129019,41099,-95.787489,41.151103,15.2,72.800003,12,Point,16.47357,-1.910034,-0.006782,8.945197,58.34814,3,-315328.8,-26185.88,-248442,-178673.6,5008.992,15,266115.5,4559274
112,NCSS,S2012IA029001,10/12/2012,-94.948357,41.175559,35.4,62.2,2.4,Point,3.824696,0.549988,-0.000744,8.353992,32.64282,3,-255427.4,40742.12,-190142.9,-116811,75013.06,13,336615.5,4560074
113,NASIS,1972IA175002,26549,-94.165311,41.156614,27.700001,67,5.3,Point,0.381951,4.090027,-0.000074,8.364683,2.008911,6,-208784.7,104260.5,-142082,-66043.77,140678.5,13,402215.5,4556774
114,NASIS,1976IA129001,27942,-95.845558,41.16,45.400002,49.799999,4.8,Point,0.203879,-0.549988,-0.000791,15.33644,1.520355,6,-319103.1,-31123.63,-251601.7,-182746.3,-728.011,8,261215.5,4560374
115,NASIS,1986IA155012,42748,-95.837256,41.160775,49.200001,46.900002,3.9,Point,4.19252,-2.860046,-0.000205,11.37399,0.536987,3,-318439.5,-30515.9,-250988.2,-182062,921.9545,8,261915.5,4560474
116,NASIS,1976IA155001,27968,-95.817958,41.204358,46.700001,50.299999,3,Point,0.313407,-0.959961,-0.000256,7.918479,0.78067,6,-314593.1,-30989.03,-246629.5,-178584.9,3405.877,8,263715.5,4565274
117,NASIS,1977IA155003,28138,-95.857433,41.200653,4.1,7.2,88.699997,Point,9.35638,-0.820007,-0.000179,8.139719,2.14386,3,-317655.7,-33809.46,-249440.4,-181766.8,-1431.782,8,260415.5,4564974
118,NCSS,80IA155001,6/1/1981,-95.641667,41.208611,27,68.8,4.2,Point,2.646041,-6.140015,-0.000136,11.56271,30.66269,4,-301574.6,-17062.82,-235039.4,-164909.2,17279.18,15,278515.5,4565274
119,NCSS,81IA155001,6/1/1981,-95.641667,41.208611,26.4,69.3,4.3,Point,2.646041,-6.140015,-0.000136,11.56271,30.66269,4,-301574.6,-17062.82,-235039.4,-164909.2,17279.18,15,278515.5,4565274
120,NCSS,81IA155002,6/1/1981,-95.641667,41.208611,23.1,69.7,7.2,Point,2.646041,-6.140015,-0.000136,11.56271,30.66269,4,-301574.6,-17062.82,-235039.4,-164909.2,17279.18,15,278515.5,4565274
121,NCSS,80IA155002,6/1/1981,-95.641667,41.208611,26.8,69,4.2,Point,2.646041,-6.140015,-0.000136,11.56271,30.66269,4,-301574.6,-17062.82,-235039.4,-164909.2,17279.18,15,278515.5,4565274
122,NCSS,80IA155003,6/1/1981,-95.641667,41.208611,29,66.7,4.3,Point,2.646041,-6.140015,-0.000136,11.56271,30.66269,4,-301574.6,-17062.82,-235039.4,-164909.2,17279.18,15,278515.5,4565274
123,NCSS,S2012IA029002,10/23/2012,-94.951498,41.179468,26.6,70.6,2.8,Point,7.097353,1.109985,0.000807,6.108899,22.01703,3,-255431.7,40411.51,-190178.4,-116818.9,74706.7,13,336315.5,4560474
124,NASIS,1971IA001004,26093,-94.448678,41.202394,40.299999,58.299999,1.4,Point,1.926145,2.51001,0.000467,8.255622,25.86267,2,-221619.5,79985.56,-155170.4,-81358.96,116901.5,13,378515.5,4562274
125,NCSS,S1961IA001001,10/12/1961,-94.400559,41.198334,30.9,67.1,2,Point,1.199549,3.149963,0.000903,9.470317,28.1716,1,-219094,83983.63,-152554.9,-78277.71,120900,13,382515.5,4561674
126,NASIS,1971IA001003,26094,-94.243794,41.222525,26.200001,71.599998,2.2,Point,2.11518,16.87994,0.001812,5.934914,32.51843,2,-207890.2,96071.9,-141213.2,-66020.98,134123.3,13,395715.5,4564174
127,NASIS,1966IA121001,24381,-94.182167,41.229567,31.4,40.200001,28.4,Point,8.240365,-5.330017,-0.001575,6.058892,8.796692,3,-203751.9,100977.7,-137047.8,-61509.35,139336.8,13,400915.5,4564874
128,NCSS,87IA155003,6/1/1988,-95.233333,41.25,33.4,61.8,4.8,Point,4.646504,-2.039978,-0.001457,7.225024,29.49561,3,-270098.2,15924.82,-206269,-132323.9,51802.8,14,312915.5,4568874
129,NCSS,87IA155001,6/1/1988,-95.233333,41.25,31.6,65.8,2.6,Point,4.646504,-2.039978,-0.001457,7.225024,29.49561,3,-270098.2,15924.82,-206269,-132323.9,51802.8,14,312915.5,4568874
130,NCSS,87IA155002,6/1/1988,-95.233333,41.25,31.5,65.7,2.8,Point,4.646504,-2.039978,-0.001457,7.225024,29.49561,3,-270098.2,15924.82,-206269,-132323.9,51802.8,14,312915.5,4568874
131,NASIS,1973IA001001,26855,-94.642794,41.255186,28.799999,69.199997,2,Point,3.672317,4.420044,-0.000096,8.736359,3.44635,3,-229903.6,62804.86,-164119.5,-91466.99,101022.4,13,362415.5,4568374
132,NASIS,1973IA001008,26862,-94.691183,41.264417,25.799999,41.400002,32.799999,Point,7.33276,1.299988,0.000599,5.669018,12.41644,3,-232447.3,58561.51,-166860.5,-93881.04,97014.07,13,358315.5,4569474
133,NASIS,1972IA001004,26308,-94.358667,41.244911,30.700001,61.599998,7.7,Point,1.147578,-13.66998,-0.000532,8.516891,2.425873,6,-212913.2,86107.38,-146413.8,-72475.38,124608.5,13,386115.5,4566874
134,NASIS,1971IA001009,26100,-94.285542,41.256583,23,56.599998,20.4,Point,6.770866,7.890015,0.001985,5.584657,20.17389,3,-207580.7,91880.9,-140993,-66573.27,130856.6,13,392315.5,4568074
135,NASIS,96IA121001,35298,-94.121666,41.288887,10,30,60,Point,4.582809,13.63,0.00185,6.610508,50.52118,3,-195393.1,104121.6,-128695.4,-53325.42,144831.9,13,406115.5,4571474
136,NASIS,1966IA121003,24228,-94.106542,41.271911,20.200001,44.5,35.299999,Point,3.198976,-28.54999,-0.004742,6.465286,1.166107,3,-195931.1,106250.3,-129220.9,-53584.05,145914,13,407315.5,4569574
137,NCSS,S1961IA121001,10/9/1961,-94.111664,41.24472,32.6,65,2.4,Point,4.564265,-0.859985,0.00038,6.930652,18.47137,3,-198530.3,106395,-131819.2,-56000.09,145279.3,13,406815.5,4566474
138,NASIS,1978IA155001,28688,-95.696103,41.274864,20.200001,74,5.8,Point,7.636923,-5.330017,-0.001994,7.770231,37.55371,3,-301813.5,-22586.94,-233733,-166093.3,14863.71,15,274215.5,4572774
139,NASIS,1973IA001002,26871,-94.642528,41.311481,22.6,41.599998,35.799999,Point,7.86477,-5.290039,-0.000049,9.527867,8.305115,3,-225948.2,61358.78,-160475.5,-87349.24,101734,13,362515.5,4574674
140,NASIS,2010IA00180001,27181,-94.27636,41.33633,22.5,75.800003,1.7,Point,11.109442,0.259949,-0.000783,5.933551,14.81281,3,-200920.9,90770.31,-134516.1,-61269.41,132474.9,13,393215.5,4576874
141,NASIS,1971IA001001,26098,-94.260214,41.337228,25.700001,70.699997,3.6,Point,0.835483,-5.22998,0.000808,6.734217,2.342163,6,-199892,91685.82,-133457.6,-60129.53,133777.8,13,394515.5,4576974
142,NASIS,1968IA121005,42766,-94.135825,41.305694,31,63,6,Point,4.571361,13.47998,0.000696,6.200838,31.0256,3,-194950.4,102060.1,-128273,-53218.42,143768.7,13,404915.5,4573274
143,NASIS,1968IA121007,43089,-94.143342,41.344483,26.6,44.099998,29.299999,Point,3.716576,-0.789978,-0.00036,8.290902,13.13431,3,-192280.1,98900.45,-125663.7,-51312.38,143594.2,13,404315.5,4577674
144,NCSS,S1961IA121003,10/11/1961,-94.110832,41.329445,27.9,69.7,2.4,Point,0.387341,0.299988,-0.000024,10.85043,36.45892,1,-191555.3,102081.5,-124883.1,-49952.98,146101.5,13,407015.5,4575974
145,NCSS,S1961IA121002,10/9/1961,-94.075554,41.324165,28.4,70,1.6,Point,0.114799,-0.220032,0.000088,9.453078,36.30621,5,-189949.9,104915.4,-123251.2,-47920.04,149021.9,13,410015.5,4575274
146,NASIS,2004IA121001,38292,-94.031944,41.303333,32.400002,64.099998,3.5,Point,0.225009,0.799988,0.000267,11.21508,1.065369,6,-189139.2,109180.6,-122429.6,-46597.21,152419.5,13,413615.5,4572974
147,NASIS,1965IA121001,43082,-94.043933,41.301997,21.799999,66.599998,11.6,Point,1.182671,-4.680054,0.00103,7.383282,2.349976,6,-189967.2,108488.5,-123256,-47478.21,151407.4,13,412615.5,4572774
148,NASIS,1986IA155013,42753,-95.923056,41.34105,24.799999,52.299999,22.9,Point,0.142274,-0.470032,-0.00004,9.331997,0.554688,6,-315210.9,-42443.61,-244434.3,-180476.2,1802.776,8,255415.5,4580774
149,NASIS,1977IA155002,28138,-95.871231,41.361303,13.9,76.599998,9.5,Point,0.868684,-11.07001,-0.000555,8.78323,0.36319,6,-310336.1,-38680.75,-239604.7,-175601.5,4866.21,8,259815.5,4582874
150,NASIS,1974IA001001,27199,-94.685458,41.374589,26.5,71.400002,2.1,Point,4.689275,-7.849976,-0.006908,7.319476,2.364502,3,-224614.4,56750.77,-159718,-86092.05,99432.19,13,359015.5,4581674
151,NCSS,S1955IA001006,11/4/1955,-94.472504,41.382778,36.8,60.7,2.5,Point,3.560562,-5.849976,-0.001373,10.98851,20.67792,3,-209907.8,74518.32,-144282.2,-71402.87,117125.8,13,376915.5,4582274
152,NCSS,S1955IA001002,9/5/1955,-94.451942,41.379166,32.6,65.2,2.2,Point,0.522,6.889954,0.000003,7.89997,39.03598,1,-208821.1,76244.41,-143105.7,-70390.05,118731,13,378615.5,4581874
153,NCSS,S1956IA001008,8/1/1956,-94.456108,41.379444,28,32.5,39.5,Point,6.771026,-0.429993,0.000003,6.55926,19.27228,3,-209134.5,75845.7,-143434.9,-70688.33,118336.8,13,378215.5,4581874
154,NCSS,S1956IA001001,7/10/1956,-94.455276,41.381111,35.6,57,7.4,Point,7.725393,-2.130005,-0.000274,7.024377,23.49652,3,-208931.9,75929.57,-143239.1,-70480.7,118469.6,13,378315.5,4582074
155,NCSS,S1955IA001001,9/3/1955,-94.474998,41.3825,31.5,66.1,2.4,Point,5.56289,5.330017,0.000545,7.097571,32.43716,3,-210065.3,74318.91,-144447.8,-71554.52,116928.9,13,376715.5,4582274
156,NCSS,S1956IA001004,7/30/1956,-94.455833,41.379166,29,53.9,17.1,Point,2.912726,-7.380005,-0.000808,6.662703,18.7746,3,-209056.1,75945.38,-143352.6,-70613.66,118435.3,13,378215.5,4581874
157,NCSS,S1955IA001004,11/4/1955,-94.474441,41.383888,34.8,63,2.2,Point,3.589703,7.390015,0.001841,6.736373,32.43552,3,-210003.6,74311.3,-144391.7,-71489.44,116946.6,13,376715.5,4582374
158,NCSS,S1956IA001005,7/12/1956,-94.455833,41.378887,31.7,53.4,14.9,Point,4.624553,-10.89996,-0.000557,7.290179,17.66269,3,-209134.5,75845.7,-143434.9,-70688.33,118336.8,13,378215.5,4581874
159,NCSS,S1956IA001006,7/31/1956,-94.465836,41.382778,28.4,34.8,36.8,Point,8.904864,-1.72998,-0.000917,7.677365,9.603424,3,-209514.5,75016.87,-143868.7,-71024.78,117618,13,377415.5,4582274
160,NCSS,S1956IA001010,7/17/1956,-94.455559,41.379723,33.8,35,31.2,Point,3.087368,1.469971,0.000041,6.58792,24.13574,3,-208994,75937.41,-143295.8,-70547.15,118452.4,13,378315.5,4581974
161,NCSS,S1956IA001007,7/27/1956,-94.454719,41.381111,36.8,49.5,13.7,Point,7.488874,1.119995,-0.000768,7.132856,26.99091,3,-208931.9,75929.57,-143239.1,-70480.7,118469.6,13,378315.5,4582074
162,NCSS,S1956IA001003,7/25/1956,-94.46611,41.38361,24.7,40.7,34.6,Point,2.717184,-3.269958,-0.000343,6.095663,13.79446,4,-209452.7,75008.87,-143812.5,-70959.21,117635.6,13,377415.5,4582374
163,NCSS,S1955IA001003,9/4/1955,-94.474441,41.384445,35.9,61.9,2.2,Point,7.858849,7.070068,0.001643,5.391887,31.45184,3,-209942,74302.7,-144335.7,-71424.44,116964.3,13,376715.5,4582474
164,NCSS,S1956IA001009,7/24/1956,-94.463333,41.387501,31.8,33.7,34.5,Point,5.7737,-4.030029,-0.001456,6.720612,15.58887,3,-209048.4,75172.94,-143422.3,-70546.23,117903.4,13,377615.5,4582774
165,NCSS,S1956IA001002,7/26/1956,-94.465553,41.384998,25.8,34.9,39.3,Point,6.829349,0.039978,-0.000813,6.582117,13.52051,3,-209329.2,74991,-143700,-70828.31,117670.9,13,377415.5,4582574
166,NCSS,S1956IA001011,9/28/1956,-94.451668,41.382778,37.8,60.7,1.5,Point,3.862011,12.38,0.002221,7.74334,35.95465,3,-208572.5,76212.99,-142878.6,-70123.6,118799.7,13,378615.5,4582274
167,NCSS,S1955IA001005,11/5/1955,-94.452774,41.379723,33.1,64.5,2.4,Point,3.528868,11.92993,0.000552,8.2915,38.20813,3,-208837.3,76136.78,-143131.2,-70397.87,118649.5,13,378515.5,4581974
168,NASIS,1972IA001005,26310,-94.278586,41.356356,20.299999,74.199997,5.5,Point,0.381854,-2.559998,-0.000076,8.030889,1.453552,6,-199599.8,89181.22,-133268.6,-60265.58,132547,13,393015.5,4579074
169,NASIS,1986IA155020,43221,-95.903808,41.385439,24.4,69.400002,6.2,Point,0.585107,0,-0.000659,12.94761,1.073608,6,-311599.8,-41914.79,-240313.6,-176883.5,2376.973,8,257215.5,4585574
170,NCSS,S2012IA155001,10/21/2011,-95.860283,41.415267,19.8,70.8,9.4,Point,15.818312,13.71002,0.001684,5.005523,67.18225,3,-306924.2,-39161.84,-235473.7,-172224.6,5800,15,260915.5,4588774
171,NCSS,S1963IA029001,10/1/1963,-95.086113,41.423332,28.6,69.1,2.3,Point,0.071202,3.339966,0.000156,9.641767,53.38474,1,-249359.5,23036.71,-184690,-112631.3,67208.63,14,325715.5,4587874
172,NCSS,S1963IA029002,10/1/1963,-95.086945,41.422779,30.9,66.3,2.8,Point,2.36214,5.51001,0.001,8.707406,52.57547,2,-249496,22942.75,-184831.4,-112761.9,67092.92,14,325615.5,4587774
173,NCSS,S1963IA029003,10/1/1963,-95.087502,41.423054,31.7,65,3.3,Point,3.106669,5.47998,0.000414,9.07344,51.35931,3,-249533.1,22837.03,-184835.2,-112816.2,67011.64,14,325515.5,4587874
174,NCSS,S01IA-029-001,4/8/2002,-95.084283,41.431944,27.3,70.9,1.8,Point,0.849323,3.440002,0.000572,11.06544,52.63684,1,-248826.6,23103.46,-183999,-112198.1,67468.07,14,325815.5,4588774
175,NCSS,S02IA-029-001,1/15/2014,-95.084361,41.431889,28.1,69.8,2.1,Point,1.054689,3.149963,0.000548,11.06544,52.65295,1,-248826.6,23103.46,-183999,-112198.1,67468.07,14,325815.5,4588774
176,NCSS,S06IA029-003,1/15/2014,-95.084361,41.431889,27.7,70.4,1.9,Point,1.054689,3.149963,0.000548,11.06544,52.65295,1,-248826.6,23103.46,-183999,-112198.1,67468.07,14,325815.5,4588774
177,NCSS,S2006IA029002,11/28/2005,-95.026916,41.431862,29.7,68.8,1.5,Point,2.092342,3.630005,-0.000026,8.809788,23.19827,4,-244715.9,27904.48,-180605.9,-107803,72173.2,14,330615.5,4588674
178,NCSS,S1992IA015001,4/9/1992,-94.85083,41.431389,29.8,64.7,5.5,Point,0.503279,-6.670044,-0.001353,16.83992,0.414368,6,-232341.3,42609.51,-168600.1,-94630.91,86635.09,14,345315.5,4588274
179,NASIS,1973IA181004,43108,-94.725658,41.411817,30.200001,72.300003,2.5,Point,6.572596,-7.630005,-0.000296,9.341812,31.82816,3,-224852.2,53202.45,-160408.9,-86606.81,96777.32,13,355815.5,4585874
180,NASIS,1972IA001003,26304,-94.247211,41.450422,28.4,69.5,2.1,Point,0.636632,-0.01001,-0.000201,10.42082,28.08328,5,-190685.5,85146.52,-124686.4,-52825.94,136937.7,13,395815.5,4589474
181,NASIS,1986IA155021,43223,-95.976642,41.470953,35.099998,55.900002,9,Point,0.139135,-2.587097,-0.000102,12.68748,1.575623,6,-313175.3,-50093.71,-240243.6,-178716,-200,8,251415.5,4595274
182,NASIS,1986IA155011,29643,-95.363903,41.449758,35.400002,62,2.6,Point,0.432877,-0.23999,0.000011,8.174515,6.203735,5,-268149.8,-200,-199972,-133051,45505.27,15,302515.5,4591374
183,NCSS,S2012IA155003,10/30/2012,-95.285906,41.450922,26,68.9,5.1,Point,3.561797,-9.070007,-0.00157,6.752223,20.36707,3,-262358.1,6300,-194903.7,-126933.1,51716.34,14,309015.5,4591374
184,NCSS,S2007IA029002,11/2/2006,-95.00311,41.465067,31.5,66.6,1.9,Point,1.241261,11.71002,0.00189,6.06588,41.17853,1,-241098.8,29498.47,-176590.7,-104491,74928.23,14,332715.5,4592274
185,NASIS,1979IA009001,29133,-94.924631,41.509681,20,60,20,Point,13.335221,10.09998,-0.000748,5.820586,30.12683,3,-232852.8,34591.33,-168371.4,-96477.2,82583.41,14,339415.5,4597174
186,NASIS,1965IA077001,24042,-94.345464,41.514353,33.799999,64.199997,2,Point,5.274334,5.830017,0.001341,7.021449,34.56702,3,-192521.1,74372.64,-127342.9,-53900.84,129828.7,13,387715.5,4596774
187,NASIS,1971IA001007,26087,-94.295853,41.465022,37.700001,61,1.3,Point,2.690256,0.440002,0.000437,9.659485,21.90704,2,-192703,80880.16,-126959.3,-54386.86,133136.4,13,391815.5,4591174
188,NASIS,1968IA077008,42772,-94.259597,41.513542,33.200001,63.400002,3.4,Point,0.573763,4.180054,0.000374,8.01843,30.93784,1,-186919.5,80635.29,-121370.7,-48440.68,136913.3,13,394915.5,4596574
189,NASIS,1979IA049001,29062,-94.196658,41.504436,36.700001,61.700001,1.6,Point,1.532726,-1.860046,-0.000985,9.704944,25.58765,4,-183547.5,85707.06,-117691.5,-45496.04,141904.9,13,400115.5,4595474
190,NASIS,1980IA049002,42122,-94.148039,41.517256,29.299999,66.300003,4.4,Point,1.395952,2.079956,0.000522,10.00154,3.096008,2,-179558.9,88727.9,-113598.7,-41804.43,146144.9,13,404215.5,4596774
191,NASIS,1978IA049001,28541,-94.030392,41.5054,33.599998,51.200001,15.2,Point,7.890956,-6.799988,-0.000682,7.349855,6.199951,3,-173085.4,98157.84,-106694.4,-33988.97,155676.1,13,414015.5,4595374
192,NASIS,1964IA085006,23609,-96.054264,41.537486,11.5,33.200001,55.299999,Point,0.225092,-0.180054,0.000103,10.98723,1.713959,5,-316207.3,-58293.91,-241979.9,-182188.5,-2102.38,8,245215.5,4602974
193,NCSS,S1955IA165002,9/1/1955,-95.268608,41.534168,26.7,61.9,11.4,Point,4.460804,-10.32001,-0.00117,6.947207,12.41693,3,-256732.2,6356.1,-187852,-122046,55099.18,14,310715.5,4600574
194,NCSS,S1963IA165002,10/1/1963,-95.226944,41.52972,30.4,66.6,3,Point,2.322662,4.890015,0.000356,8.299102,34.01755,2,-253845.7,9835.141,-185459.6,-119037.8,58496.58,14,314215.5,4599974
195,NCSS,S1963IA165003,10/1/1963,-95.227501,41.529167,30.6,65.8,3.6,Point,2.513808,4.160034,0.000783,7.41046,33.87964,2,-253979.5,9773.945,-185600,-119167.2,58385.7,14,314115.5,4599874
196,NCSS,S1955IA165001,9/1/1955,-95.216392,41.549721,41.4,52.9,5.7,Point,4.272167,-8.410034,-0.000891,7.221194,18.99863,3,-252073.7,9868.131,-183393,-117398.9,59682.49,14,315115.5,4602174
197,NCSS,S1963IA165001,10/1/1963,-95.22583,41.52972,29,68.4,2.6,Point,0.956926,2.059937,-0.000051,8.136024,34.44421,1,-253756,9929.753,-185381.1,-118944.6,58595.9,14,314315.5,4599974
198,NASIS,1977IA009002,28289,-94.944878,41.527192,29.9,67.5,2.6,Point,1.149695,1.01001,-0.000244,8.320311,4.216736,6,-233410.9,32430.39,-168276,-97378.64,81428.25,14,337715.5,4599074
199,NCSS,S2012IA009001,10/11/2012,-94.974806,41.520836,30.7,65.4,3.9,Point,6.013641,-0.880005,-0.000205,7.612421,48.88858,3,-235890.9,30198.18,-170506.6,-99923.22,78859.18,14,335215.5,4598474
200,NASIS,1977IA009004,28243,-94.928228,41.510581,22.6,50.5,26.9,Point,11.647122,-2.780029,-0.001044,6.741279,22.81296,3,-233064.9,34275.65,-168516,-96723.58,82316.95,14,339115.5,4597274
201,NASIS,1976IA009003,28040,-94.784397,41.553586,28.324999,49.500001,22.174999,Point,2.973254,11.64001,-0.000236,6.398367,19.09186,3,-220324.3,42947.06,-156800.8,-83813.9,95161.45,14,351215.5,4601774
202,NASIS,1976IA009001,28076,-94.722058,41.517939,33.099998,65,1.9,Point,0.398875,11.73999,0.000279,8.864531,46.63589,1,-218037.7,49475.35,-154607.1,-80650.42,99137.28,13,356315.5,4597674
203,NASIS,1966IA077002,43082,-94.266797,41.568683,26.700001,57.099998,16.200001,Point,0.455786,-0.660034,0.000221,9.351673,4.893066,5,-183624.9,77325.09,-118557.9,-45011.11,137459,13,394415.5,4602674
204,NASIS,1980IA049011,42765,-94.170919,41.568147,22.6,72.599998,4.8,Point,1.487922,5.610046,0.000089,7.04099,49.35852,2,-177376.9,84659.61,-111865.3,-38921.97,145282,13,402415.5,4602474
205,NASIS,1980IA049014,43088,-94.195253,41.5331,32.200001,59.400002,8.4,Point,5.490753,-3.689941,-0.000968,7.538895,20.1452,3,-181380.4,84390.16,-115711.5,-43064.25,142570.7,13,400315.5,4598674
206,NASIS,1980IA049016,43493,-94.164297,41.523475,26.4,63.200001,10.4,Point,10.915009,-2.939941,-0.001404,5.881886,17.26471,3,-180128.1,87117.63,-114274.8,-42122.8,144874.4,13,402815.5,4597574
207,NCSS,S2013IA049001,5/23/2013,-94.152962,41.547388,36.1,62,1.9,Point,1.855431,1.139954,0.001149,8.222897,38.62549,2,-177711.7,86884.98,-111972.6,-39537.96,146265.9,13,403815.5,4600174
208,NASIS,1964IA085002,23590,-96.051572,41.561861,16.9,62.299999,20.799999,Point,0.518108,-0.129944,-0.000105,11.67245,3.384583,5,-315006,-58432.95,-240320.8,-181137.5,2683.281,8,245515.5,4605674
209,NASIS,1964IA085004,23602,-96.077417,41.548289,5,1.4,93.5,Point,8.781562,-2.529968,-0.001021,8.528546,3.388855,3,-317583.4,-60352.38,-242982.2,-183668,1513.275,8,243315.5,4604174
210,NASIS,1964IA085001,23590,-96.028206,41.577867,40.299999,56.799999,2.9,Point,0.203804,0.160034,0.000531,12.02847,1.682373,1,-312551.6,-56803.7,-237721,-178749.3,-3634.556,8,247515.5,4607374
211,NASIS,1968IA085001,25135,-95.862533,41.570022,20.6,69.199997,10.2,Point,1.350518,-8.450012,-0.000211,12.0806,5.897888,5,-300070.5,-43048.81,-226370.4,-165918.6,11884.86,15,261315.5,4605974
212,NCSS,S2003IA165006,10/18/2002,-95.327904,41.560501,31.4,67.4,1.2,Point,0.625446,-1.189941,-0.000534,11.00401,9.669312,5,-259803.2,806.2258,-189906.3,-125068.4,50874.36,14,305915.5,4603574
213,NCSS,S1953IA165004,10/17/1953,-95.059441,41.601944,35.6,58.9,5.5,Point,0.777025,-9.070007,-0.003703,6.642137,31.77277,5,-237706.8,20195.54,-169567,-103035.6,73739.68,14,328415.5,4607674
214,NASIS,1977IA009006,28349,-94.896636,41.618247,15.5,29,55.5,Point,8.742241,5.23999,0.000893,6.370824,16.63651,3,-224870.6,31184.13,-158262.2,-89803.56,87377.4,14,342015.5,4609174
215,NCSS,S2012IA009002,11/1/2012,-94.881395,41.577811,31.1,64.5,4.4,Point,3.387111,-5.470032,-0.000865,9.226726,4.599457,3,-226037.3,35038.27,-160573.1,-90374.16,87743.72,14,343115.5,4604574
216,NASIS,1963IA077002,23257,-94.510369,41.598797,25.4,48.099998,26.5,Point,24.561401,-16.21002,-0.00492,8.791433,0,3,-198325.9,57749.2,-134797.8,-60850.14,118480.1,13,374115.5,4606374
217,NASIS,1965IA077003,24040,-94.424111,41.627117,23.700001,70.400002,5.9,Point,0.873972,-2.26001,0.000049,8.893144,1.928741,6,-190552.5,62703.43,-126914.2,-52960.46,126300,13,381415.5,4609374
218,NCSS,S1955IA165003,9/23/1955,-95.110558,41.624168,30.2,39.5,30.3,Point,5.557285,8.200012,0.001507,6.117283,18.12308,3,-240422.5,15357.41,-171298.8,-105694.9,70189.81,14,324215.5,4610174
